"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"boroughMu[1] 07093",-0.25310402467342,-0.2527515,-0.253872766118328,982.7,0.95,-0.710865,0.207603,NA,NA,NA,NA,NA,NA,NA
"boroughMu[2] 07601",-0.000796237882340786,-0.00229379,0.00175515454409458,964.2,0.95,-0.458332,0.453888,NA,NA,NA,NA,NA,NA,NA
"boroughMu[3] 10001",0.518840092553105,0.515573,0.514396600743466,946.5,0.95,0.0662074,0.975659,NA,NA,NA,NA,NA,NA,NA
"boroughMu[4] 10002",-0.128198745907514,-0.129387,-0.125439165623773,945.5,0.95,-0.580413,0.329552,NA,NA,NA,NA,NA,NA,NA
"boroughMu[5] 10003",-0.113977403618636,-0.113606,-0.108509173305275,1084.6,0.95,-0.589157,0.357055,NA,NA,NA,NA,NA,NA,NA
"b0",3.9617450375797,3.96174,3.96207377421909,833798,0.95,3.93514,3.98833,NA,NA,NA,NA,NA,NA,NA
"b[1] 07093",0.528178888384669,0.526883,0.513033795677354,1000008,0.95,0.0969801,0.957984,NA,NA,NA,NA,NA,NA,NA
"b[2] 07601",0.512018206464625,0.514235,0.535237162156798,1000008,0.95,0.0798384,0.938074,NA,NA,NA,NA,NA,NA,NA
"b[3] 10001",0.636415143870849,0.636513,0.634818157389353,1000008,0.95,0.540479,0.733577,NA,NA,NA,NA,NA,NA,NA
"b[4] 10002",0.390086804838561,0.390058,0.390420174692701,1005703.9,0.95,0.334943,0.445053,NA,NA,NA,NA,NA,NA,NA
"b[5] 10003",0.568993862382101,0.568952,0.569142458010051,995604.5,0.95,0.508316,0.629114,NA,NA,NA,NA,NA,NA,NA
"b[6] 10004",0.480238299674209,0.479862,0.484436309628382,1000008,0.95,0.249691,0.710119,NA,NA,NA,NA,NA,NA,NA
"b[7] 10005",0.489286152637419,0.489612,0.490216085793416,988015.7,0.95,0.296438,0.682337,NA,NA,NA,NA,NA,NA,NA
"b[8] 10006",0.612442979694162,0.611931,0.610914478585244,1000008,0.95,0.388041,0.840969,NA,NA,NA,NA,NA,NA,NA
"b[9] 10007",0.607730808680531,0.607728,0.612281509085758,1000008,0.95,0.396039,0.817749,NA,NA,NA,NA,NA,NA,NA
"b[10] 10009",0.377263770829833,0.377232,0.376779143386053,996117.8,0.95,0.323332,0.431917,NA,NA,NA,NA,NA,NA,NA
"b[11] 10010",0.585244224474204,0.585077,0.582372310890406,992811.2,0.95,0.478517,0.692855,NA,NA,NA,NA,NA,NA,NA
"b[12] 10011",0.773908384391925,0.773985,0.776084998636984,1000008,0.95,0.705404,0.842654,NA,NA,NA,NA,NA,NA,NA
"b[13] 10012",0.685561273278814,0.68565,0.686407321532647,1000008,0.95,0.61835,0.753881,NA,NA,NA,NA,NA,NA,NA
"b[14] 10013",0.62557272376221,0.6252105,0.622825289101715,1000008,0.95,0.522773,0.729777,NA,NA,NA,NA,NA,NA,NA
"b[15] 10014",0.868752408098735,0.868707,0.869150455891441,1000008,0.95,0.796868,0.940512,NA,NA,NA,NA,NA,NA,NA
"b[16] 10016",0.565356011535908,0.565373,0.567947102870157,994296.4,0.95,0.502911,0.628564,NA,NA,NA,NA,NA,NA,NA
"b[17] 10017",0.698142714674283,0.69848,0.696452101262218,1000008,0.95,0.581154,0.815609,NA,NA,NA,NA,NA,NA,NA
"b[18] 10018",0.677661251885985,0.6775525,0.677597773656276,1000008,0.95,0.577377,0.780023,NA,NA,NA,NA,NA,NA,NA
"b[19] 10019",0.609889401722786,0.6098095,0.606572967427088,1000008,0.95,0.541354,0.678703,NA,NA,NA,NA,NA,NA,NA
"b[20] 10020",0.452451156942441,0.452471,0.454561576069448,1000008,0.95,0.194835,0.712137,NA,NA,NA,NA,NA,NA,NA
"b[21] 10021",0.412406917751658,0.412506,0.411473501999912,1000008,0.95,0.334918,0.489456,NA,NA,NA,NA,NA,NA,NA
"b[22] 10022",0.671035495204038,0.670725,0.669523377582823,995796.3,0.95,0.558901,0.784622,NA,NA,NA,NA,NA,NA,NA
"b[23] 10023",0.750949179134567,0.750799,0.748411309194073,1000008,0.95,0.65957,0.842581,NA,NA,NA,NA,NA,NA,NA
"b[24] 10024",0.593251565726474,0.593327,0.59380340814391,1000008,0.95,0.521611,0.665296,NA,NA,NA,NA,NA,NA,NA
"b[25] 10025",0.238368630797954,0.238318,0.235741743209187,1000008,0.95,0.177268,0.300338,NA,NA,NA,NA,NA,NA,NA
"b[26] 10026",0.155762450566136,0.155701,0.15605680472246,1000008,0.95,0.0880799,0.223296,NA,NA,NA,NA,NA,NA,NA
"b[27] 10027",0.162138164530984,0.162147,0.161961037225241,1000008,0.95,0.102242,0.221492,NA,NA,NA,NA,NA,NA,NA
"b[28] 10028",0.515426275201798,0.515453,0.515350182368615,1000008,0.95,0.421406,0.61009,NA,NA,NA,NA,NA,NA,NA
"b[29] 10029",0.113713660846241,0.113714,0.114534778474725,1000008,0.95,0.0455847,0.181209,NA,NA,NA,NA,NA,NA,NA
"b[30] 10030",0.131911472744933,0.131897,0.129658024731938,1000008,0.95,0.0286102,0.235085,NA,NA,NA,NA,NA,NA,NA
"b[31] 10031",-0.0986745417692415,-0.09876665,-0.0993766313183308,1000008,0.95,-0.154995,-0.041756,NA,NA,NA,NA,NA,NA,NA
"b[32] 10032",-0.169387920681969,-0.169464,-0.168264832590716,1000008,0.95,-0.247944,-0.090106,NA,NA,NA,NA,NA,NA,NA
"b[33] 10033",-0.191376230913305,-0.191644,-0.189003444082179,1000008,0.95,-0.280491,-0.100798,NA,NA,NA,NA,NA,NA,NA
"b[34] 10034",-0.242717654982609,-0.243012,-0.242581485702475,1000008,0.95,-0.362786,-0.123458,NA,NA,NA,NA,NA,NA,NA
"b[35] 10035",0.0407275687926147,0.04058305,0.0402492913394769,1000008,0.95,-0.0536053,0.136543,NA,NA,NA,NA,NA,NA,NA
"b[36] 10036",0.70814582373441,0.708161,0.70577470257075,1000008,0.95,0.630781,0.786232,NA,NA,NA,NA,NA,NA,NA
"b[37] 10037",0.180592662645107,0.1808205,0.186004363904521,1000008,0.95,0.0328931,0.327064,NA,NA,NA,NA,NA,NA,NA
"b[38] 10038",0.331236881426174,0.330977,0.327731774650733,993921.7,0.95,0.172753,0.489583,NA,NA,NA,NA,NA,NA,NA
"b[39] 10039",-0.124246041582483,-0.124614,-0.125485808824019,1000008,0.95,-0.248108,0.00186933,NA,NA,NA,NA,NA,NA,NA
"b[40] 10040",-0.0206763196105348,-0.0207955,-0.0148734052282198,1000008,0.95,-0.144242,0.10359,NA,NA,NA,NA,NA,NA,NA
"b[41] 10041",0.553000226309764,0.5553185,0.560258301962087,1000008,0.95,0.167639,0.93032,NA,NA,NA,NA,NA,NA,NA
"b[42] 10043",0.338515912300212,0.336201,0.314096161905949,1000008,0.95,-0.0932484,0.771199,NA,NA,NA,NA,NA,NA,NA
"b[43] 10044",-0.0199063196497001,-0.0207665,-0.0189862854366791,1000008,0.95,-0.186002,0.147385,NA,NA,NA,NA,NA,NA,NA
"b[44] 10065",0.614205243184055,0.614188,0.619572687819511,996991.1,0.95,0.487573,0.741335,NA,NA,NA,NA,NA,NA,NA
"b[45] 10069",0.734278157242742,0.735906,0.735411331438357,1000008,0.95,0.498324,0.963683,NA,NA,NA,NA,NA,NA,NA
"b[46] 10075",0.472018216593267,0.471932,0.474566456151858,1000008,0.95,0.36622,0.577521,NA,NA,NA,NA,NA,NA,NA
"b[47] 10080",0.455809081237278,0.456274,0.468419368421105,1005639.3,0.95,0.0311294,0.879197,NA,NA,NA,NA,NA,NA,NA
"b[48] 10106",0.9266648162909,0.9293625,0.931281833442071,997121,0.95,0.551488,1.30033,NA,NA,NA,NA,NA,NA,NA
"b[49] 10107",0.237286930375182,0.234466,0.225264322800686,1000008,0.95,-0.158749,0.640661,NA,NA,NA,NA,NA,NA,NA
"b[50] 10114",0.633997247322311,0.6354965,0.65364981592927,1000008,0.95,0.157945,1.11496,NA,NA,NA,NA,NA,NA,NA
"b[51] 10116",0.615396356508935,0.6180795,0.623832699303786,996598.1,0.95,0.151565,1.08063,NA,NA,NA,NA,NA,NA,NA
"b[52] 10120",0.705073423665579,0.709561,0.714966979289342,1000008,0.95,0.284871,1.1029,NA,NA,NA,NA,NA,NA,NA
"b[53] 10128",0.334318845423237,0.334227,0.333795357696213,993491.2,0.95,0.249472,0.419975,NA,NA,NA,NA,NA,NA,NA
"b[54] 10158",0.615531667045458,0.617772,0.63045956422619,1000008,0.95,0.147149,1.07643,NA,NA,NA,NA,NA,NA,NA
"b[55] 10168",0.497693320229635,0.499231,0.504201605353325,1000008,0.95,0.0700605,0.924323,NA,NA,NA,NA,NA,NA,NA
"b[56] 10199",0.547648896991218,0.5494355,0.54979605234749,1000008,0.95,0.158047,0.930031,NA,NA,NA,NA,NA,NA,NA
"b[57] 10280",0.597650644452724,0.5979575,0.590448074375774,1001293.1,0.95,0.356861,0.836503,NA,NA,NA,NA,NA,NA,NA
"b[58] 10281",0.519239204904354,0.521107,0.514190046467003,1000008,0.95,0.0840174,0.946255,NA,NA,NA,NA,NA,NA,NA
"b[59] 10282",0.714117589898725,0.715702,0.711332615451928,1003391.6,0.95,0.365947,1.05694,NA,NA,NA,NA,NA,NA,NA
"b[60] 10301",-0.0473018870106397,-0.046882,-0.0501128966796098,1000008,0.95,-0.234697,0.141242,NA,NA,NA,NA,NA,NA,NA
"b[61] 10302",-0.347821331685734,-0.3509575,-0.366696703361637,981302.1,0.95,-0.737629,0.0513228,NA,NA,NA,NA,NA,NA,NA
"b[62] 10303",-0.351543989239795,-0.353466,-0.356592806449594,996924.4,0.95,-0.668889,-0.0240531,NA,NA,NA,NA,NA,NA,NA
"b[63] 10304",-0.247390153314134,-0.247444,-0.240482516425977,996102.3,0.95,-0.457167,-0.035036,NA,NA,NA,NA,NA,NA,NA
"b[64] 10305",-0.144506463380325,-0.144259,-0.139855111215167,1000008,0.95,-0.350583,0.0664999,NA,NA,NA,NA,NA,NA,NA
"b[65] 10306",-0.317818675782272,-0.318267,-0.317660199015749,1000008,0.95,-0.548895,-0.0848344,NA,NA,NA,NA,NA,NA,NA
"b[66] 10307",-0.182101696463747,-0.1815485,-0.178271499905102,972800.3,0.95,-0.618944,0.263008,NA,NA,NA,NA,NA,NA,NA
"b[67] 10308",-0.235962143434633,-0.236599,-0.241324043914268,1000008,0.95,-0.53458,0.0568809,NA,NA,NA,NA,NA,NA,NA
"b[68] 10309",0.0014699705888069,-0.0001393505,-0.00865680681928738,920397.1,0.95,-0.533342,0.541962,NA,NA,NA,NA,NA,NA,NA
"b[69] 10310",-0.231232652593894,-0.231684,-0.225874905171521,1000008,0.95,-0.476763,0.0147697,NA,NA,NA,NA,NA,NA,NA
"b[70] 10312",0.0429912840770142,0.04304345,0.0600058821707805,1000008,0.95,-0.347798,0.44103,NA,NA,NA,NA,NA,NA,NA
"b[71] 10314",-0.400791182569871,-0.401372,-0.402873666665543,993675.3,0.95,-0.668992,-0.130552,NA,NA,NA,NA,NA,NA,NA
"b[72] 10451",-0.134844272787278,-0.134669,-0.138653207141102,998429.8,0.95,-0.299573,0.0295909,NA,NA,NA,NA,NA,NA,NA
"b[73] 10452",-0.550907886254645,-0.5521895,-0.559693365811061,996392.2,0.95,-0.765892,-0.333387,NA,NA,NA,NA,NA,NA,NA
"b[74] 10453",-0.427303754605713,-0.429476,-0.43623951784517,1000008,0.95,-0.745941,-0.101036,NA,NA,NA,NA,NA,NA,NA
"b[75] 10454",-0.284252862765391,-0.284447,-0.290659217058289,1000008,0.95,-0.462585,-0.108585,NA,NA,NA,NA,NA,NA,NA
"b[76] 10455",-0.333904635985667,-0.3336435,-0.33525719509188,1003226.4,0.95,-0.559484,-0.109858,NA,NA,NA,NA,NA,NA,NA
"b[77] 10456",-0.221876555883674,-0.2218355,-0.22478736158841,1000008,0.95,-0.418101,-0.0272989,NA,NA,NA,NA,NA,NA,NA
"b[78] 10457",-0.340728928005342,-0.340727,-0.343335770160211,1000008,0.95,-0.556712,-0.124765,NA,NA,NA,NA,NA,NA,NA
"b[79] 10458",-0.540620064094977,-0.540648,-0.54571287664396,1000008,0.95,-0.774646,-0.306691,NA,NA,NA,NA,NA,NA,NA
"b[80] 10459",-0.487362099546887,-0.488538,-0.487724467278287,1000008,0.95,-0.752736,-0.222612,NA,NA,NA,NA,NA,NA,NA
"b[81] 10460",-0.412139082996302,-0.415339,-0.435591898575819,1000008,0.95,-0.724313,-0.0931597,NA,NA,NA,NA,NA,NA,NA
"b[82] 10461",-0.11335460117106,-0.113125,-0.113496366585508,1000008,0.95,-0.317404,0.0913299,NA,NA,NA,NA,NA,NA,NA
"b[83] 10462",-0.514772512261402,-0.5153115,-0.515175330194044,1003099.2,0.95,-0.720417,-0.307114,NA,NA,NA,NA,NA,NA,NA
"b[84] 10463",-0.261648454916044,-0.261418,-0.26238530929916,1000008,0.95,-0.41722,-0.107566,NA,NA,NA,NA,NA,NA,NA
"b[85] 10464",-0.149469961819251,-0.1474255,-0.148536119036939,1000008,0.95,-0.477033,0.178416,NA,NA,NA,NA,NA,NA,NA
"b[86] 10465",-0.237573988529637,-0.236452,-0.238598339797428,1000008,0.95,-0.579067,0.103627,NA,NA,NA,NA,NA,NA,NA
"b[87] 10466",-0.286432926776399,-0.286469,-0.291926864288322,1000008,0.95,-0.444931,-0.130248,NA,NA,NA,NA,NA,NA,NA
"b[88] 10467",-0.479084195959332,-0.4799145,-0.4843088613214,1000008,0.95,-0.642796,-0.313968,NA,NA,NA,NA,NA,NA,NA
"b[89] 10468",-0.298419693390064,-0.298719,-0.29436037839065,1000008,0.95,-0.530238,-0.065687,NA,NA,NA,NA,NA,NA,NA
"b[90] 10469",-0.282053100057134,-0.282386,-0.284965604509005,1004652,0.95,-0.440039,-0.12192,NA,NA,NA,NA,NA,NA,NA
"b[91] 10470",-0.825033649398295,-0.829676,-0.840554756880237,993712.5,0.95,-1.15626,-0.489383,NA,NA,NA,NA,NA,NA,NA
"b[92] 10471",-0.116907721964434,-0.1134715,-0.0935320513661602,1000008,0.95,-0.531302,0.283834,NA,NA,NA,NA,NA,NA,NA
"b[93] 10472",-0.36095074277794,-0.361767,-0.361811496034525,995184.3,0.95,-0.734617,0.021684,NA,NA,NA,NA,NA,NA,NA
"b[94] 10473",-0.261292528600974,-0.260963,-0.260805463730689,1000008,0.95,-0.470377,-0.0484341,NA,NA,NA,NA,NA,NA,NA
"b[95] 10474",-0.672139562431801,-0.674472,-0.681947802787631,1000008,0.95,-0.883428,-0.455203,NA,NA,NA,NA,NA,NA,NA
"b[96] 10475",-0.0235323687122523,-0.0197546,-0.0139562575349493,1012785.1,0.95,-0.325602,0.276117,NA,NA,NA,NA,NA,NA,NA
"b[97] 11003",-0.0871674087121603,-0.08437845,-0.0885053423060445,1000008,0.95,-0.528364,0.354366,NA,NA,NA,NA,NA,NA,NA
"b[98] 11021",-0.419664248995849,-0.4206745,-0.40650810848832,1000139,0.95,-0.904095,0.060089,NA,NA,NA,NA,NA,NA,NA
"b[99] 11101",0.111391098379521,0.111356,0.114611166929671,1000008,0.95,0.0136802,0.20788,NA,NA,NA,NA,NA,NA,NA
"b[100] 11102",-0.104228778809934,-0.104127,-0.102757909525827,984931.6,0.95,-0.207045,-0.00421838,NA,NA,NA,NA,NA,NA,NA
"b[101] 11103",-0.170312212293719,-0.17041,-0.169820595888894,1000008,0.95,-0.249017,-0.0913476,NA,NA,NA,NA,NA,NA,NA
"b[102] 11104",-0.161420628843797,-0.16114,-0.16360030482663,993249,0.95,-0.278704,-0.0465101,NA,NA,NA,NA,NA,NA,NA
"b[103] 11105",-0.0968669489622711,-0.0967469,-0.0950810400950824,1000008,0.95,-0.192598,-0.00206584,NA,NA,NA,NA,NA,NA,NA
"b[104] 11106",0.0623745873713009,0.06243225,0.0627201984957403,1000008,0.95,-0.0274732,0.152841,NA,NA,NA,NA,NA,NA,NA
"b[105] 11109",0.00532722436638211,0.00688868,0.0100684964668786,1002348.3,0.95,-0.368588,0.37354,NA,NA,NA,NA,NA,NA,NA
"b[106] 11201",0.431517768161855,0.431585,0.432227627314487,1000008,0.95,0.362399,0.499892,NA,NA,NA,NA,NA,NA,NA
"b[107] 11203",-0.272466525441396,-0.272531,-0.272256499478264,1000008,0.95,-0.364346,-0.180959,NA,NA,NA,NA,NA,NA,NA
"b[108] 11204",-0.134262254858404,-0.133914,-0.138382629881715,1008755,0.95,-0.350891,0.0812045,NA,NA,NA,NA,NA,NA,NA
"b[109] 11205",0.10238363106326,0.102369,0.10288468926064,1000008,0.95,0.0366587,0.168519,NA,NA,NA,NA,NA,NA,NA
"b[110] 11206",-0.126415377249982,-0.126422,-0.12617163366349,1000008,0.95,-0.173798,-0.0787758,NA,NA,NA,NA,NA,NA,NA
"b[111] 11207",-0.408077924732602,-0.408174,-0.408375696899034,1000008,0.95,-0.475347,-0.340677,NA,NA,NA,NA,NA,NA,NA
"b[112] 11208",-0.321841127632179,-0.322046,-0.32010557425082,1000008,0.95,-0.446149,-0.197078,NA,NA,NA,NA,NA,NA,NA
"b[113] 11209",-0.0251047651647849,-0.0255687,-0.0265482185741401,1011756.4,0.95,-0.162818,0.112083,NA,NA,NA,NA,NA,NA,NA
"b[114] 11210",-0.18773721520886,-0.188239,-0.190833750299331,1000458.8,0.95,-0.347979,-0.028122,NA,NA,NA,NA,NA,NA,NA
"b[115] 11211",0.215631613377093,0.215649,0.216571669268358,1000008,0.95,0.171748,0.259673,NA,NA,NA,NA,NA,NA,NA
"b[116] 11212",-0.260395992554821,-0.260208,-0.262409972908183,1000008,0.95,-0.410249,-0.10894,NA,NA,NA,NA,NA,NA,NA
"b[117] 11213",-0.124162167194019,-0.124168,-0.124953036957846,1003883.7,0.95,-0.189693,-0.0597084,NA,NA,NA,NA,NA,NA,NA
"b[118] 11214",-0.208085718455846,-0.207551,-0.199572479904107,1003448.5,0.95,-0.407488,-0.00972463,NA,NA,NA,NA,NA,NA,NA
"b[119] 11215",0.205972732835437,0.206049,0.206624602414675,989530,0.95,0.152976,0.259424,NA,NA,NA,NA,NA,NA,NA
"b[120] 11216",-0.0574080793313061,-0.05739945,-0.0580184968860259,995630.2,0.95,-0.106764,-0.00736591,NA,NA,NA,NA,NA,NA,NA
"b[121] 11217",0.272373795637635,0.272389,0.273047936839658,1000008,0.95,0.209696,0.334234,NA,NA,NA,NA,NA,NA,NA
"b[122] 11218",-0.173175518339797,-0.173184,-0.173859113071497,1000008,0.95,-0.256089,-0.0902142,NA,NA,NA,NA,NA,NA,NA
"b[123] 11219",-0.460641968181808,-0.4620145,-0.460062931212012,991769.6,0.95,-0.643272,-0.275191,NA,NA,NA,NA,NA,NA,NA
"b[124] 11220",-0.34388025751264,-0.344127,-0.342638473006945,1000008,0.95,-0.463995,-0.22389,NA,NA,NA,NA,NA,NA,NA
"b[125] 11221",-0.249036271515828,-0.249044,-0.247941565870861,986983,0.95,-0.292587,-0.20562,NA,NA,NA,NA,NA,NA,NA
"b[126] 11222",0.230349417567059,0.230388,0.23135618733762,1000008,0.95,0.171659,0.28905,NA,NA,NA,NA,NA,NA,NA
"b[127] 11223",-0.19369732408228,-0.193722,-0.191585434544946,1000008,0.95,-0.348343,-0.0390411,NA,NA,NA,NA,NA,NA,NA
"b[128] 11224",0.0335052969951487,0.0362449,0.0405439071492032,994262.3,0.95,-0.262635,0.326929,NA,NA,NA,NA,NA,NA,NA
"b[129] 11225",-0.104611886991986,-0.104657,-0.104043731534718,995938.8,0.95,-0.16786,-0.0412828,NA,NA,NA,NA,NA,NA,NA
"b[130] 11226",-0.253373994807042,-0.253314,-0.251649510873745,997460.9,0.95,-0.316619,-0.190287,NA,NA,NA,NA,NA,NA,NA
"b[131] 11228",-0.234503130891909,-0.235595,-0.234380023902273,1000008,0.95,-0.472271,0.00190765,NA,NA,NA,NA,NA,NA,NA
"b[132] 11229",-0.285838942693204,-0.286366,-0.288551609158549,994403.6,0.95,-0.441093,-0.12991,NA,NA,NA,NA,NA,NA,NA
"b[133] 11230",-0.167394076686425,-0.167684,-0.169393737846516,1000008,0.95,-0.296119,-0.0373404,NA,NA,NA,NA,NA,NA,NA
"b[134] 11231",0.301631779105767,0.301768,0.300594873228494,994909.8,0.95,0.229862,0.372778,NA,NA,NA,NA,NA,NA,NA
"b[135] 11232",-0.178806245227096,-0.1787245,-0.179988329252991,1000008,0.95,-0.307869,-0.0476306,NA,NA,NA,NA,NA,NA,NA
"b[136] 11233",-0.161683947762218,-0.16168,-0.162034670616099,1000008,0.95,-0.219786,-0.10334,NA,NA,NA,NA,NA,NA,NA
"b[137] 11234",-0.349402946498015,-0.3499085,-0.354716026656721,1000008,0.95,-0.538068,-0.158865,NA,NA,NA,NA,NA,NA,NA
"b[138] 11235",0.105129060355157,0.105334,0.108730903156732,1000008,0.95,-0.0327138,0.242357,NA,NA,NA,NA,NA,NA,NA
"b[139] 11236",-0.126210266245024,-0.126074,-0.124518317993054,1000008,0.95,-0.236086,-0.0154065,NA,NA,NA,NA,NA,NA,NA
"b[140] 11237",-0.319292348025216,-0.3193185,-0.31993183194899,1000008,0.95,-0.372304,-0.266699,NA,NA,NA,NA,NA,NA,NA
"b[141] 11238",0.152877562292402,0.152897,0.153605147824962,993028.4,0.95,0.102493,0.203686,NA,NA,NA,NA,NA,NA,NA
"b[142] 11249",0.292026439189487,0.29201,0.292216632940096,996680.1,0.95,0.22358,0.359283,NA,NA,NA,NA,NA,NA,NA
"b[143] 11354",-0.248772186010764,-0.248671,-0.246290224782024,1000008,0.95,-0.446125,-0.0507548,NA,NA,NA,NA,NA,NA,NA
"b[144] 11355",-0.268632404240166,-0.268893,-0.270526395157374,1000008,0.95,-0.363148,-0.172018,NA,NA,NA,NA,NA,NA,NA
"b[145] 11356",-0.170685189263277,-0.17109,-0.169927059557299,1000008,0.95,-0.467845,0.122768,NA,NA,NA,NA,NA,NA,NA
"b[146] 11357",-0.179942479647163,-0.180766,-0.192110717377118,994201.7,0.95,-0.557559,0.199816,NA,NA,NA,NA,NA,NA,NA
"b[147] 11358",-0.165947620527169,-0.165869,-0.166907797160327,1000008,0.95,-0.347553,0.0150799,NA,NA,NA,NA,NA,NA,NA
"b[148] 11360",-0.15810949892176,-0.157113,-0.154733986379758,1000008,0.95,-0.48343,0.165979,NA,NA,NA,NA,NA,NA,NA
"b[149] 11361",-0.00914278242318824,-0.00551004,0.000211233765481933,1000008,0.95,-0.333933,0.300946,NA,NA,NA,NA,NA,NA,NA
"b[150] 11362",-0.384522922071068,-0.387406,-0.408355398293074,1000008,0.95,-0.843633,0.0717649,NA,NA,NA,NA,NA,NA,NA
"b[151] 11363",-0.0671652213184072,-0.06403325,-0.0639475133563077,1000008,0.95,-0.514432,0.379777,NA,NA,NA,NA,NA,NA,NA
"b[152] 11364",-0.529758394862387,-0.53384,-0.536330205548176,1000008,0.95,-0.847977,-0.198214,NA,NA,NA,NA,NA,NA,NA
"b[153] 11365",-0.280861857929104,-0.281688,-0.286915327242162,1002884.1,0.95,-0.505167,-0.0551292,NA,NA,NA,NA,NA,NA,NA
"b[154] 11366",-0.432171507000325,-0.432316,-0.43001464562125,1000008,0.95,-0.759028,-0.11105,NA,NA,NA,NA,NA,NA,NA
"b[155] 11367",-0.214021042273364,-0.2136605,-0.21855335069769,1000008,0.95,-0.452712,0.0248933,NA,NA,NA,NA,NA,NA,NA
"b[156] 11368",-0.392731161666697,-0.3931,-0.390207464743499,1000008,0.95,-0.553448,-0.231102,NA,NA,NA,NA,NA,NA,NA
"b[157] 11369",-0.318989252687578,-0.319584,-0.320765081720446,995703.4,0.95,-0.450161,-0.188563,NA,NA,NA,NA,NA,NA,NA
"b[158] 11370",-0.34607170649091,-0.3465795,-0.345088856549417,1000008,0.95,-0.553417,-0.136308,NA,NA,NA,NA,NA,NA,NA
"b[159] 11372",-0.178281748824308,-0.1781575,-0.176065537352353,1000008,0.95,-0.316472,-0.0385395,NA,NA,NA,NA,NA,NA,NA
"b[160] 11373",-0.421067868230054,-0.42137,-0.42293662074221,1000008,0.95,-0.53414,-0.307214,NA,NA,NA,NA,NA,NA,NA
"b[161] 11374",-0.370183018071909,-0.370731,-0.367896293314795,1000008,0.95,-0.554912,-0.183831,NA,NA,NA,NA,NA,NA,NA
"b[162] 11375",-0.187797415610786,-0.188039,-0.189288470893775,1000008,0.95,-0.339132,-0.0367025,NA,NA,NA,NA,NA,NA,NA
"b[163] 11377",-0.4744348499822,-0.474004,-0.475643670708505,988116.5,0.95,-0.59146,-0.35857,NA,NA,NA,NA,NA,NA,NA
"b[164] 11378",-0.327686502396804,-0.327906,-0.325938774779724,1000008,0.95,-0.513516,-0.14191,NA,NA,NA,NA,NA,NA,NA
"b[165] 11379",-0.0233804151152684,-0.0228989,-0.0237211477435129,1000008,0.95,-0.261122,0.211267,NA,NA,NA,NA,NA,NA,NA
"b[166] 11385",-0.271578587419101,-0.271591,-0.270302489575421,1000008,0.95,-0.348593,-0.194515,NA,NA,NA,NA,NA,NA,NA
"b[167] 11411",-0.209085734517267,-0.209733,-0.215197666942149,1000008,0.95,-0.487896,0.068642,NA,NA,NA,NA,NA,NA,NA
"b[168] 11412",-0.336335019032766,-0.336962,-0.337520855845131,1000008,0.95,-0.503457,-0.168816,NA,NA,NA,NA,NA,NA,NA
"b[169] 11413",-0.124927771266936,-0.125006,-0.127023939371375,1000008,0.95,-0.289935,0.0423115,NA,NA,NA,NA,NA,NA,NA
"b[170] 11414",-0.0284202275729876,-0.0266858,-0.022034161897431,1000008,0.95,-0.329676,0.271978,NA,NA,NA,NA,NA,NA,NA
"b[171] 11415",-0.0302904881145887,-0.03020225,-0.0333966999835936,1000008,0.95,-0.279856,0.220126,NA,NA,NA,NA,NA,NA,NA
"b[172] 11416",-0.145792125618109,-0.145516,-0.145371960969355,1000008,0.95,-0.485352,0.197957,NA,NA,NA,NA,NA,NA,NA
"b[173] 11417",-0.332978777126814,-0.33191,-0.321690359879062,1000008,0.95,-0.659253,-0.00503987,NA,NA,NA,NA,NA,NA,NA
"b[174] 11418",-0.41253905738753,-0.413029,-0.414617142725679,1000008,0.95,-0.601658,-0.221514,NA,NA,NA,NA,NA,NA,NA
"b[175] 11419",-0.165590206267783,-0.165042,-0.169176006762481,997740.3,0.95,-0.361817,0.0287862,NA,NA,NA,NA,NA,NA,NA
"b[176] 11420",-0.246549920405164,-0.246621,-0.24883213319393,975635.3,0.95,-0.477916,-0.0161649,NA,NA,NA,NA,NA,NA,NA
"b[177] 11421",-0.435202364027888,-0.435701,-0.443489160115236,1001827.9,0.95,-0.568499,-0.301545,NA,NA,NA,NA,NA,NA,NA
"b[178] 11422",-0.317483036041651,-0.317234,-0.313240191796756,1000008,0.95,-0.492969,-0.138794,NA,NA,NA,NA,NA,NA,NA
"b[179] 11423",-0.0642586330414586,-0.06246795,-0.05447984863291,993411.8,0.95,-0.336173,0.204773,NA,NA,NA,NA,NA,NA,NA
"b[180] 11426",-0.145526582512956,-0.1443785,-0.141235497833092,1000008,0.95,-0.525883,0.237651,NA,NA,NA,NA,NA,NA,NA
"b[181] 11427",-0.328715823219913,-0.330068,-0.329908438192358,993454.5,0.95,-0.69095,0.0337967,NA,NA,NA,NA,NA,NA,NA
"b[182] 11428",-0.332171368838187,-0.3325585,-0.332903645281955,999044.1,0.95,-0.562864,-0.0989283,NA,NA,NA,NA,NA,NA,NA
"b[183] 11429",-0.405538082238341,-0.4060605,-0.418555340361193,1000008,0.95,-0.624365,-0.187237,NA,NA,NA,NA,NA,NA,NA
"b[184] 11430",-0.299741627269252,-0.301805,-0.32934756230884,1000008,0.95,-0.726342,0.135014,NA,NA,NA,NA,NA,NA,NA
