"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b[73] Fordham",-0.315758329859796,-0.315745,-0.316727044518225,1000008,0.95,-0.538572,-0.092089,NA,NA,NA,NA,NA,NA,NA
"b[74] Forest Hills",-0.112749306479313,-0.113185,-0.115810364473516,988167.7,0.95,-0.262723,0.0404677,NA,NA,NA,NA,NA,NA,NA
"b[75] Fort Greene",0.400502622130023,0.400582,0.398781549271963,887611.5,0.95,0.327142,0.473903,NA,NA,NA,NA,NA,NA,NA
"b[76] Fort Hamilton",0.106456787667337,0.106148,0.103309930073972,992559.1,0.95,-0.0758167,0.286974,NA,NA,NA,NA,NA,NA,NA
"b[77] Fort Wadsworth",0.035071602840304,0.03839775,0.0568091563948843,991879.1,0.95,-0.425313,0.485075,NA,NA,NA,NA,NA,NA,NA
"b[78] Fresh Meadows",-0.31512672522099,-0.316374,-0.320493637005921,1000008,0.95,-0.590802,-0.0422314,NA,NA,NA,NA,NA,NA,NA
"b[79] Glendale",-0.0335765579035494,-0.0330568,-0.0356369565736934,1000008,0.95,-0.240904,0.174359,NA,NA,NA,NA,NA,NA,NA
"b[80] Gowanus",0.324639058197834,0.32483,0.325890918558347,959243.5,0.95,0.22258,0.427733,NA,NA,NA,NA,NA,NA,NA
"b[81] Gramercy",0.559261268584851,0.559126,0.554340436281259,976975.9,0.95,0.446873,0.671952,NA,NA,NA,NA,NA,NA,NA
"b[82] Grant City",-0.346481238404182,-0.347963,-0.338899357351482,1000008,0.95,-0.700643,0.0099663,NA,NA,NA,NA,NA,NA,NA
"b[83] Gravesend",-0.100119330604126,-0.1000905,-0.0965529856315895,994934.6,0.95,-0.264033,0.0617439,NA,NA,NA,NA,NA,NA,NA
"b[84] Great Kills",-0.142674681217281,-0.143096,-0.142973022331334,995840.9,0.95,-0.493376,0.204489,NA,NA,NA,NA,NA,NA,NA
"b[85] Greenpoint",0.310247135291918,0.310253,0.311495597482076,797410.3,0.95,0.249053,0.371395,NA,NA,NA,NA,NA,NA,NA
"b[86] Greenwich Village",0.792109068204454,0.792165,0.791003790904448,909001.4,0.95,0.702001,0.881712,NA,NA,NA,NA,NA,NA,NA
"b[87] Grymes Hill",0.086150151316686,0.08722415,0.0989684096952975,996631.7,0.95,-0.259032,0.43597,NA,NA,NA,NA,NA,NA,NA
"b[88] Harlem",0.127475932738438,0.127485,0.127747915188775,584471.3,0.95,0.0858092,0.168671,NA,NA,NA,NA,NA,NA,NA
"b[89] Hell's Kitchen",0.694833170606635,0.694808,0.691923555712952,707283.1,0.95,0.639739,0.750231,NA,NA,NA,NA,NA,NA,NA
"b[90] Highbridge",-0.217353764230916,-0.2169135,-0.219182122042899,1000008,0.95,-0.559303,0.123757,NA,NA,NA,NA,NA,NA,NA
"b[91] Hollis",-0.100415100697355,-0.100292,-0.097649911205228,1002953.4,0.95,-0.373705,0.174202,NA,NA,NA,NA,NA,NA,NA
"b[92] Holliswood",-0.00878812610177285,-0.0065612,-0.000420566534232947,991983.1,0.95,-0.390202,0.371486,NA,NA,NA,NA,NA,NA,NA
"b[93] Howard Beach",0.0572125794230837,0.0588906,0.0611816606485436,1000008,0.95,-0.244257,0.355426,NA,NA,NA,NA,NA,NA,NA
"b[94] Howland Hook",-0.014401962163732,-0.0119083,-0.00151204393398108,995893.7,0.95,-0.456686,0.42481,NA,NA,NA,NA,NA,NA,NA
"b[95] Huguenot",0.090001659034613,0.0922809,0.0851411258901835,989574.6,0.95,-0.391883,0.575669,NA,NA,NA,NA,NA,NA,NA
"b[96] Hunts Point",-0.602460118075155,-0.6052595,-0.612538189674045,995756.1,0.95,-0.811751,-0.391105,NA,NA,NA,NA,NA,NA,NA
"b[97] Inwood",-0.124536696067322,-0.124681,-0.122615844059672,983578.9,0.95,-0.229144,-0.0198633,NA,NA,NA,NA,NA,NA,NA
"b[98] Jackson Heights",-0.138750300381481,-0.1388255,-0.139765531163732,994911.1,0.95,-0.256412,-0.0223895,NA,NA,NA,NA,NA,NA,NA
"b[99] Jamaica",-0.211628275741346,-0.211523,-0.209792399603936,944558.2,0.95,-0.313228,-0.110359,NA,NA,NA,NA,NA,NA,NA
"b[100] Jamaica Estates",-0.139472215140372,-0.139908,-0.141289408887142,1000008,0.95,-0.488285,0.210721,NA,NA,NA,NA,NA,NA,NA
"b[101] Kensington",-0.178823607725079,-0.1788355,-0.179018134446095,938336.7,0.95,-0.296459,-0.0618555,NA,NA,NA,NA,NA,NA,NA
"b[102] Kew Gardens",0.0493921604785236,0.0495523,0.0571462357654404,1000008,0.95,-0.200436,0.29931,NA,NA,NA,NA,NA,NA,NA
"b[103] Kew Gardens Hills",-0.112412190894258,-0.1120535,-0.117007785032538,1000008,0.95,-0.346169,0.122335,NA,NA,NA,NA,NA,NA,NA
"b[104] Kingsbridge",-0.240073879641804,-0.239935,-0.239142244133318,997147.2,0.95,-0.41479,-0.0640923,NA,NA,NA,NA,NA,NA,NA
"b[105] Kips Bay",0.542753585896313,0.542713,0.545110085714335,930363.3,0.95,0.453012,0.632426,NA,NA,NA,NA,NA,NA,NA
"b[106] Laurelton",-0.12703092285527,-0.127821,-0.132258481683969,1000008,0.95,-0.431333,0.179806,NA,NA,NA,NA,NA,NA,NA
"b[107] Lighthouse Hill",0.0996462133463807,0.1014435,0.10458826814322,976359.5,0.95,-0.396185,0.587503,NA,NA,NA,NA,NA,NA,NA
"b[108] Little Italy",0.705418504319965,0.7047185,0.706401281763047,989658.3,0.95,0.518433,0.893666,NA,NA,NA,NA,NA,NA,NA
"b[109] Little Neck",-0.456919966664379,-0.4611405,-0.461158948926769,1000008,0.95,-0.894382,-0.0112947,NA,NA,NA,NA,NA,NA,NA
"b[110] Long Island City",0.192895931519558,0.19288,0.192036298525769,916162.7,0.95,0.109524,0.275469,NA,NA,NA,NA,NA,NA,NA
"b[111] Longwood",-0.249435451610552,-0.2498005,-0.255550611162208,994160.1,0.95,-0.440368,-0.0586309,NA,NA,NA,NA,NA,NA,NA
"b[112] Lower East Side",0.47299275504596,0.472991,0.47339388683305,818398.8,0.95,0.407587,0.538362,NA,NA,NA,NA,NA,NA,NA
"b[113] Manhattan Beach",0.247555541984703,0.250477,0.266305056696062,1000008,0.95,-0.102002,0.592991,NA,NA,NA,NA,NA,NA,NA
"b[114] Marble Hill",-0.0544812316190385,-0.05893435,-0.0657314846604083,973257.5,0.95,-0.373165,0.269286,NA,NA,NA,NA,NA,NA,NA
"b[115] Mariners Harbor",-0.275840586144507,-0.277879,-0.286929938227637,1000008,0.95,-0.592984,0.0390267,NA,NA,NA,NA,NA,NA,NA
"b[116] Maspeth",-0.285052642960548,-0.285312,-0.286562059029367,994751.9,0.95,-0.430666,-0.138965,NA,NA,NA,NA,NA,NA,NA
"b[117] Melrose",-0.192451254450396,-0.192109,-0.188391001908608,1000008,0.95,-0.514696,0.12521,NA,NA,NA,NA,NA,NA,NA
"b[118] Middle Village",0.0603551368081971,0.0606524,0.0645348061360117,1000008,0.95,-0.161737,0.282377,NA,NA,NA,NA,NA,NA,NA
"b[119] Midland Beach",-0.0279105619237112,-0.0270545,-0.0288993220243886,996642,0.95,-0.382068,0.322123,NA,NA,NA,NA,NA,NA,NA
"b[120] Midtown",0.794284390883873,0.794232,0.79611731289186,859233.6,0.95,0.723524,0.865861,NA,NA,NA,NA,NA,NA,NA
"b[121] Midwood",-0.151661179306727,-0.152212,-0.15613980161615,1000008,0.95,-0.290983,-0.0142273,NA,NA,NA,NA,NA,NA,NA
"b[122] Mill Basin",0.0816682844278931,0.08158195,0.0785318690085579,1001262.4,0.95,-0.347259,0.505524,NA,NA,NA,NA,NA,NA,NA
"b[123] Morningside Heights",0.121549664432192,0.121469,0.121324546496315,931547.8,0.95,0.0393826,0.205959,NA,NA,NA,NA,NA,NA,NA
"b[124] Morris Heights",-0.297705947961834,-0.2993995,-0.302919618070879,1000008,0.95,-0.643488,0.0559567,NA,NA,NA,NA,NA,NA,NA
"b[125] Morris Park",-0.319057480085396,-0.318338,-0.319827718630007,1002634.7,0.95,-0.594193,-0.0460979,NA,NA,NA,NA,NA,NA,NA
"b[126] Morrisania",-0.167279819286097,-0.1687945,-0.16275451832636,1000008,0.95,-0.502958,0.168531,NA,NA,NA,NA,NA,NA,NA
"b[127] Mott Haven",-0.167651469052028,-0.167582,-0.164425934617774,1000410.5,0.95,-0.357659,0.0257574,NA,NA,NA,NA,NA,NA,NA
"b[128] Mount Eden",-0.27321338526493,-0.274112,-0.293416444648208,1000008,0.95,-0.698878,0.158373,NA,NA,NA,NA,NA,NA,NA
"b[129] Mount Hope",-0.262868926128663,-0.263441,-0.275571470175472,1000008,0.95,-0.533545,0.00885262,NA,NA,NA,NA,NA,NA,NA
"b[130] Murray Hill",0.748076403468772,0.7481695,0.749953315372975,841688.5,0.95,0.672575,0.824349,NA,NA,NA,NA,NA,NA,NA
"b[131] Navy Yard",0.386721241533501,0.390244,0.396389621766546,991749.5,0.95,0.0820286,0.681541,NA,NA,NA,NA,NA,NA,NA
"b[132] Neponsit",0.0966532617643918,0.0983298,0.0950808543103343,1000008,0.95,-0.391555,0.583208,NA,NA,NA,NA,NA,NA,NA
"b[133] New Brighton",-0.0825931811610409,-0.08266635,-0.086244183000425,981477.7,0.95,-0.489236,0.324324,NA,NA,NA,NA,NA,NA,NA
"b[134] New Dorp Beach",-0.460319527259189,-0.4655305,-0.481136874533629,1000008,0.95,-0.782015,-0.127866,NA,NA,NA,NA,NA,NA,NA
"b[135] New Springville",-0.280300140686197,-0.283814,-0.292473626751928,995739.1,0.95,-0.664878,0.117295,NA,NA,NA,NA,NA,NA,NA
"b[136] NoHo",0.833354521995824,0.8342375,0.840939169093656,983322,0.95,0.652119,1.01586,NA,NA,NA,NA,NA,NA,NA
"b[137] Nolita",0.712072639347885,0.71225,0.712225486282423,996117.4,0.95,0.600715,0.826511,NA,NA,NA,NA,NA,NA,NA
"b[138] Norwood",-0.408868917590754,-0.4105535,-0.420723028878957,1000008,0.95,-0.676943,-0.136348,NA,NA,NA,NA,NA,NA,NA
"b[139] Oakwood",-0.0517712662550881,-0.05088745,-0.0443714263221078,983055.6,0.95,-0.44303,0.329436,NA,NA,NA,NA,NA,NA,NA
"b[140] Ozone Park",-0.177710315199762,-0.1770635,-0.178716361906577,1000008,0.95,-0.453703,0.0940508,NA,NA,NA,NA,NA,NA,NA
"b[141] Park Slope",0.376274383211934,0.376321,0.378253880987778,801151.3,0.95,0.307456,0.445586,NA,NA,NA,NA,NA,NA,NA
"b[142] Parkchester",-0.298631205327377,-0.2991205,-0.297058392828388,1012306.8,0.95,-0.612409,0.01163,NA,NA,NA,NA,NA,NA,NA
"b[143] Pelham Bay",0.277811649569795,0.282866,0.285963251401507,1000008,0.95,-0.0696719,0.615285,NA,NA,NA,NA,NA,NA,NA
"b[144] Pelham Gardens",-0.364194400752249,-0.365976,-0.36757345696012,995386.7,0.95,-0.590857,-0.132229,NA,NA,NA,NA,NA,NA,NA
"b[145] Port Morris",-0.27417120132245,-0.274517,-0.277386254849504,1000008,0.95,-0.506582,-0.0426909,NA,NA,NA,NA,NA,NA,NA
"b[146] Port Richmond",-0.270427878879586,-0.274357,-0.290803432531403,1000008,0.95,-0.65074,0.124386,NA,NA,NA,NA,NA,NA,NA
"b[147] Prince's Bay",0.0988343876796134,0.09705895,0.102914047036488,965829.6,0.95,-0.427537,0.627316,NA,NA,NA,NA,NA,NA,NA
"b[148] Prospect-Lefferts Gardens",-0.0700471646728383,-0.0701256,-0.070073118217454,847609.5,0.95,-0.13714,-0.00337089,NA,NA,NA,NA,NA,NA,NA
"b[149] Prospect Heights",0.265998565162379,0.266015,0.266993668286945,837365.6,0.95,0.190288,0.340893,NA,NA,NA,NA,NA,NA,NA
"b[150] Queens Village",-0.304648106869661,-0.304812,-0.313295303284897,1000008,0.95,-0.471794,-0.136326,NA,NA,NA,NA,NA,NA,NA
"b[151] Randall Manor",-0.0918884261370674,-0.09118425,-0.0840489284141477,996661.3,0.95,-0.419386,0.238406,NA,NA,NA,NA,NA,NA,NA
"b[152] Red Hook",0.171605023593197,0.172176,0.172701040852285,1000008,0.95,-0.0235423,0.364868,NA,NA,NA,NA,NA,NA,NA
"b[153] Rego Park",-0.318321451313522,-0.319041,-0.309915700688087,976694.7,0.95,-0.509753,-0.12631,NA,NA,NA,NA,NA,NA,NA
"b[154] Richmond Hill",-0.23931877397155,-0.239432,-0.239849813877782,1000008,0.95,-0.374915,-0.103985,NA,NA,NA,NA,NA,NA,NA
"b[155] Richmondtown",-0.0802461301935077,-0.07959235,-0.0685842832550176,1000008,0.95,-0.509372,0.352809,NA,NA,NA,NA,NA,NA,NA
"b[156] Ridgewood",-0.23178137249802,-0.231869,-0.232459517220091,925526.4,0.95,-0.314682,-0.148949,NA,NA,NA,NA,NA,NA,NA
"b[157] Riverdale",-0.0508737538307487,-0.0483799,-0.0510262965494011,1003582.6,0.95,-0.366623,0.265424,NA,NA,NA,NA,NA,NA,NA
"b[158] Rockaway Beach",0.0669086861841793,0.06720465,0.0664842423077407,1000008,0.95,-0.100925,0.23657,NA,NA,NA,NA,NA,NA,NA
"b[159] Roosevelt Island",0.0474314305061913,0.04637445,0.0426054543205837,995536.1,0.95,-0.117841,0.216906,NA,NA,NA,NA,NA,NA,NA
"b[160] Rosebank",-0.194018575227486,-0.195645,-0.203289484141227,1000008,0.95,-0.534556,0.142299,NA,NA,NA,NA,NA,NA,NA
"b[161] Rosedale",-0.243228326973928,-0.2431185,-0.242275087760933,994858,0.95,-0.418216,-0.0645753,NA,NA,NA,NA,NA,NA,NA
"b[162] Schuylerville",-0.133595494515359,-0.133559,-0.139015091985663,1000008,0.95,-0.438447,0.170632,NA,NA,NA,NA,NA,NA,NA
"b[163] Sea Gate",-0.0226065824827889,-0.02126395,-0.018845259864265,1000921.4,0.95,-0.422095,0.380028,NA,NA,NA,NA,NA,NA,NA
"b[164] Sheepshead Bay",-0.0656060172791073,-0.06587375,-0.0679071013056995,990707.2,0.95,-0.189663,0.0598967,NA,NA,NA,NA,NA,NA,NA
"b[165] Shore Acres",-0.0983981757426702,-0.09809845,-0.10290489169518,1000008,0.95,-0.435958,0.234778,NA,NA,NA,NA,NA,NA,NA
"b[166] Silver Lake",-0.073322320043531,-0.07219125,-0.0742944758094495,977079.5,0.95,-0.509732,0.353892,NA,NA,NA,NA,NA,NA,NA
"b[167] SoHo",0.808704444814441,0.808713,0.809760507963445,969966.7,0.95,0.689858,0.927333,NA,NA,NA,NA,NA,NA,NA
"b[168] Soundview",-0.365631012286249,-0.3672265,-0.369993145378002,1000008,0.95,-0.650247,-0.082025,NA,NA,NA,NA,NA,NA,NA
"b[169] South Beach",-0.0733234355350057,-0.0720642,-0.064603401810277,994201.2,0.95,-0.505104,0.358124,NA,NA,NA,NA,NA,NA,NA
"b[170] South Ozone Park",-0.130587411270708,-0.130557,-0.130512532117088,1000008,0.95,-0.325929,0.0607096,NA,NA,NA,NA,NA,NA,NA
"b[171] South Slope",0.26508558879529,0.2652535,0.264279650977631,920332.9,0.95,0.183528,0.345854,NA,NA,NA,NA,NA,NA,NA
"b[172] Springfield Gardens",-0.0668893928287356,-0.0670608,-0.0664256200765179,991678.5,0.95,-0.191092,0.0564316,NA,NA,NA,NA,NA,NA,NA
"b[173] Spuyten Duyvil",-0.17667668026719,-0.1757185,-0.179918874740231,1000008,0.95,-0.530864,0.168216,NA,NA,NA,NA,NA,NA,NA
"b[174] St. Albans",-0.313439749362395,-0.313869,-0.311781355634079,998415.9,0.95,-0.442586,-0.183349,NA,NA,NA,NA,NA,NA,NA
"b[175] St. George",0.0508557933041661,0.0514769,0.0480180108952544,1008574,0.95,-0.142147,0.247927,NA,NA,NA,NA,NA,NA,NA
"b[176] Stapleton",-0.259739533098481,-0.2611625,-0.28112653511858,994455.5,0.95,-0.590207,0.073307,NA,NA,NA,NA,NA,NA,NA
"b[177] Stuyvesant Town",0.241701363900988,0.240379,0.238955201347435,1000008,0.95,-0.0088037,0.491933,NA,NA,NA,NA,NA,NA,NA
"b[178] Sunnyside",-0.0939138185223968,-0.0934799,-0.0921970738551927,991692.1,0.95,-0.202308,0.0120337,NA,NA,NA,NA,NA,NA,NA
"b[179] Sunset Park",-0.128504466707611,-0.128567,-0.129762961419867,935437.3,0.95,-0.218496,-0.0369842,NA,NA,NA,NA,NA,NA,NA
"b[180] Theater District",0.745521915875673,0.745537,0.744114985767675,1000008,0.95,0.624849,0.865895,NA,NA,NA,NA,NA,NA,NA
"b[181] Throgs Neck",-0.151750445548206,-0.1503035,-0.15261644812308,1000008,0.95,-0.49314,0.186452,NA,NA,NA,NA,NA,NA,NA
"b[182] Todt Hill",-0.201451197326493,-0.203981,-0.204751362156156,995571.1,0.95,-0.635447,0.241943,NA,NA,NA,NA,NA,NA,NA
"b[183] Tompkinsville",-0.11759676008167,-0.117629,-0.119386120846954,993034,0.95,-0.519554,0.283586,NA,NA,NA,NA,NA,NA,NA
"b[184] Tottenville",-0.0939447701595372,-0.0935676,-0.0986847992380404,967875.1,0.95,-0.523994,0.336379,NA,NA,NA,NA,NA,NA,NA
"b[185] Tremont",-0.433784000054211,-0.436232,-0.444319544556908,1000008,0.95,-0.761402,-0.0972373,NA,NA,NA,NA,NA,NA,NA
"b[186] Tribeca",0.900590382427941,0.900795,0.904176369689984,1000008,0.95,0.734715,1.06496,NA,NA,NA,NA,NA,NA,NA
"b[187] Two Bridges",0.260505934408654,0.2602155,0.258316718110562,973522.2,0.95,0.0595996,0.464588,NA,NA,NA,NA,NA,NA,NA
"b[188] University Heights",-0.219614944123023,-0.219627,-0.204894176830446,998431.4,0.95,-0.648686,0.205024,NA,NA,NA,NA,NA,NA,NA
"b[189] Upper East Side",0.527274695148439,0.527233,0.526558050007086,687432.7,0.95,0.477446,0.576411,NA,NA,NA,NA,NA,NA,NA
"b[190] Upper West Side",0.557750319598443,0.557756,0.558141022656196,719234.5,0.95,0.506457,0.608626,NA,NA,NA,NA,NA,NA,NA
"b[191] Van Nest",-0.147474269626663,-0.149654,-0.16271529833729,994393.6,0.95,-0.544284,0.249285,NA,NA,NA,NA,NA,NA,NA
"b[192] Vinegar Hill",0.41685861404917,0.4182745,0.424781477544404,1000008,0.95,0.179153,0.653785,NA,NA,NA,NA,NA,NA,NA
"b[193] Wakefield",-0.339677423329434,-0.340216,-0.349055524359011,1000008,0.95,-0.522649,-0.155079,NA,NA,NA,NA,NA,NA,NA
"b[194] Washington Heights",-0.0965689747861087,-0.09665105,-0.0975947169832439,811421.4,0.95,-0.158318,-0.0337251,NA,NA,NA,NA,NA,NA,NA
"b[195] West Brighton",-0.187899442801206,-0.1897955,-0.196827039546548,1000008,0.95,-0.48538,0.103256,NA,NA,NA,NA,NA,NA,NA
"b[196] West Village",0.937473407388741,0.937437,0.939394761603749,837557.3,0.95,0.865481,1.00894,NA,NA,NA,NA,NA,NA,NA
"b[197] Westchester Square",-0.200330693387249,-0.199261,-0.175929222327712,1000008,0.95,-0.573101,0.175716,NA,NA,NA,NA,NA,NA,NA
"b[198] Whitestone",-0.0905959732704514,-0.09154955,-0.0964245184781141,1000008,0.95,-0.473479,0.29087,NA,NA,NA,NA,NA,NA,NA
"b[199] Williamsbridge",-0.342336339060463,-0.343255,-0.350196835463892,968198.9,0.95,-0.558824,-0.126587,NA,NA,NA,NA,NA,NA,NA
"b[200] Williamsburg",0.243603612935097,0.2435795,0.242986054310392,552119.1,0.95,0.205027,0.282265,NA,NA,NA,NA,NA,NA,NA
"b[201] Willowbrook",-0.145113236459329,-0.146341,-0.150155648123012,1000008,0.95,-0.573881,0.288848,NA,NA,NA,NA,NA,NA,NA
"b[202] Windsor Terrace",0.177579043286557,0.177662,0.178750523134452,1000008,0.95,0.0663282,0.288641,NA,NA,NA,NA,NA,NA,NA
"b[203] Woodhaven",-0.36954770255732,-0.370053,-0.372453824635925,996091.6,0.95,-0.505365,-0.234972,NA,NA,NA,NA,NA,NA,NA
"b[204] Woodlawn",-0.6977995684731,-0.7026205,-0.71737368167406,995686,0.95,-1.0569,-0.326593,NA,NA,NA,NA,NA,NA,NA
"b[205] Woodside",-0.509058691340469,-0.5086115,-0.512274608289109,987902.9,0.95,-0.647507,-0.369362,NA,NA,NA,NA,NA,NA,NA
"aMet",0.464430031483748,0.464418,0.464319075961068,1000008,0.95,0.451419,0.477465,NA,NA,NA,NA,NA,NA,NA
"aSigma",0.254585765806874,0.253838,0.252535333606856,972366.6,0.95,0.22234,0.287705,NA,NA,NA,NA,NA,NA,NA
"ySigma[1] Allerton",0.414746687427501,0.412335,0.40656263402204,992596.6,0.95,0.320718,0.510963,NA,NA,NA,NA,NA,NA,NA
"ySigma[2] Arden Heights",0.419693211022312,0.417092,0.412029617708982,994582.9,0.95,0.30585,0.53735,NA,NA,NA,NA,NA,NA,NA
"ySigma[3] Arrochar",0.420587820850433,0.4179235,0.41210762059486,993565,0.95,0.311206,0.532612,NA,NA,NA,NA,NA,NA,NA
"ySigma[4] Arverne",0.428217508511932,0.425999,0.421962577285365,995325.3,0.95,0.344903,0.514582,NA,NA,NA,NA,NA,NA,NA
"ySigma[5] Astoria",0.430110325608395,0.429499,0.428176904036805,996321.7,0.95,0.390551,0.471166,NA,NA,NA,NA,NA,NA,NA
"ySigma[6] Bath Beach",0.413417283059736,0.4109,0.407002066962413,988811.5,0.95,0.30787,0.522566,NA,NA,NA,NA,NA,NA,NA
"ySigma[7] Battery Park City",0.450850605091159,0.44839,0.441937774887755,989221.9,0.95,0.362989,0.543093,NA,NA,NA,NA,NA,NA,NA
"ySigma[8] Bay Ridge",0.501912779263766,0.4991,0.494761550793468,937281,0.95,0.408752,0.599035,NA,NA,NA,NA,NA,NA,NA
"ySigma[9] Bay Terrace",0.413076698415413,0.410571,0.404910456407966,993865,0.95,0.303047,0.52504,NA,NA,NA,NA,NA,NA,NA
"ySigma[10] Bay Terrace, Staten Island",0.419725430289558,0.417059,0.410118569158418,994644.3,0.95,0.305122,0.537358,NA,NA,NA,NA,NA,NA,NA
"ySigma[11] Baychester",0.406878399578803,0.404543,0.399575700015044,995220,0.95,0.297027,0.520757,NA,NA,NA,NA,NA,NA,NA
"ySigma[12] Bayside",0.463074316129471,0.459935,0.454697346019226,982587.8,0.95,0.362387,0.569678,NA,NA,NA,NA,NA,NA,NA
"ySigma[13] Bayswater",0.463138050452596,0.459704,0.45079403039619,970442.7,0.95,0.350731,0.581434,NA,NA,NA,NA,NA,NA,NA
"ySigma[14] Bedford-Stuyvesant",0.434176955129359,0.434018,0.434172632043983,995987.3,0.95,0.413197,0.455096,NA,NA,NA,NA,NA,NA,NA
"ySigma[15] Belle Harbor",0.428898507640939,0.426135,0.419466603469207,991688.6,0.95,0.314787,0.5468,NA,NA,NA,NA,NA,NA,NA
"ySigma[16] Bellerose",0.416801312283502,0.414303,0.407562970809977,994568.6,0.95,0.30439,0.532815,NA,NA,NA,NA,NA,NA,NA
"ySigma[17] Belmont",0.421369092073263,0.418911,0.419421999469151,987496.5,0.95,0.307774,0.538512,NA,NA,NA,NA,NA,NA,NA
"ySigma[18] Bensonhurst",0.416680584162327,0.414484,0.410175794809524,992288.7,0.95,0.333968,0.50288,NA,NA,NA,NA,NA,NA,NA
"ySigma[19] Bergen Beach",0.412564208965328,0.410196,0.408602350558879,990873.3,0.95,0.299839,0.529879,NA,NA,NA,NA,NA,NA,NA
"ySigma[20] Boerum Hill",0.390368159113727,0.38873,0.385334867559442,983967.4,0.95,0.322623,0.460995,NA,NA,NA,NA,NA,NA,NA
"ySigma[21] Borough Park",0.363997527572779,0.3622605,0.355934049220629,957678.8,0.95,0.285967,0.444399,NA,NA,NA,NA,NA,NA,NA
"ySigma[22] Briarwood",0.382639087107303,0.38063,0.37656905003267,964441.8,0.95,0.283861,0.484287,NA,NA,NA,NA,NA,NA,NA
"ySigma[23] Brighton Beach",0.430978207896337,0.428394,0.423390940615021,995062.6,0.95,0.335551,0.530283,NA,NA,NA,NA,NA,NA,NA
"ySigma[24] Bronxdale",0.399274031867745,0.397018,0.393552230377329,981168.8,0.95,0.297379,0.505667,NA,NA,NA,NA,NA,NA,NA
"ySigma[25] Brooklyn Heights",0.404716283875729,0.402824,0.399036376357278,991461.9,0.95,0.327184,0.485087,NA,NA,NA,NA,NA,NA,NA
"ySigma[26] Brownsville",0.375499525847793,0.373482,0.368750948163776,971689.5,0.95,0.293185,0.46068,NA,NA,NA,NA,NA,NA,NA
"ySigma[27] Bushwick",0.384425503510972,0.384196,0.383958567194827,994404.7,0.95,0.360883,0.40788,NA,NA,NA,NA,NA,NA,NA
"ySigma[28] Cambria Heights",0.427646819581443,0.424883,0.419517872200691,989918.2,0.95,0.328323,0.533655,NA,NA,NA,NA,NA,NA,NA
"ySigma[29] Canarsie",0.383532623419013,0.381884,0.376659385296744,978728.8,0.95,0.317008,0.452574,NA,NA,NA,NA,NA,NA,NA
"ySigma[30] Carroll Gardens",0.371290568619451,0.370135,0.367949627752691,981489.9,0.95,0.316657,0.427925,NA,NA,NA,NA,NA,NA,NA
"ySigma[31] Castleton Corners",0.447145585464316,0.443929,0.43769013684128,986965.8,0.95,0.33445,0.564807,NA,NA,NA,NA,NA,NA,NA
"ySigma[32] Chelsea",0.483225630278958,0.482585,0.483100817202853,986412.5,0.95,0.440667,0.526541,NA,NA,NA,NA,NA,NA,NA
"ySigma[33] Chinatown",0.382168360495116,0.380983,0.379330359938909,981821.4,0.95,0.32712,0.438293,NA,NA,NA,NA,NA,NA,NA
"ySigma[34] City Island",0.411451020897833,0.40909,0.407190814341056,982839.6,0.95,0.302196,0.526045,NA,NA,NA,NA,NA,NA,NA
"ySigma[35] Civic Center",0.445405194231446,0.442545,0.437231801498149,990859.8,0.95,0.346519,0.548765,NA,NA,NA,NA,NA,NA,NA
"ySigma[36] Claremont Village",0.449857540708674,0.446936,0.441501215489142,976932.4,0.95,0.347796,0.557708,NA,NA,NA,NA,NA,NA,NA
"ySigma[37] Clason Point",0.425662240813074,0.423101,0.420436797516506,992391.4,0.95,0.326925,0.526921,NA,NA,NA,NA,NA,NA,NA
"ySigma[38] Clifton",0.406783729090167,0.4044605,0.400363801495632,988923.2,0.95,0.296658,0.521135,NA,NA,NA,NA,NA,NA,NA
"ySigma[39] Clinton Hill",0.439767762643899,0.438974,0.436464003516214,994503.1,0.95,0.39488,0.486071,NA,NA,NA,NA,NA,NA,NA
"ySigma[40] Cobble Hill",0.428793162867697,0.426757,0.427529784144135,996704.3,0.95,0.350555,0.510569,NA,NA,NA,NA,NA,NA,NA
"ySigma[41] College Point",0.415253061648507,0.412717,0.405016427541537,991644.3,0.95,0.309988,0.52381,NA,NA,NA,NA,NA,NA,NA
"ySigma[42] Columbia St",0.403966997259022,0.4017265,0.396140273587179,990436.4,0.95,0.308367,0.501994,NA,NA,NA,NA,NA,NA,NA
"ySigma[43] Concord",0.413066950926393,0.410582,0.406693602712848,987681.7,0.95,0.301711,0.527863,NA,NA,NA,NA,NA,NA,NA
"ySigma[44] Concourse",0.417350468287254,0.4149915,0.410210909059973,996226.1,0.95,0.32999,0.509421,NA,NA,NA,NA,NA,NA,NA
"ySigma[45] Concourse Village",0.43327165752474,0.430513,0.427382108612041,991883.6,0.95,0.32731,0.543932,NA,NA,NA,NA,NA,NA,NA
"ySigma[46] Coney Island",0.399503059236526,0.3974235,0.392702836643361,978853.8,0.95,0.286839,0.51354,NA,NA,NA,NA,NA,NA,NA
"ySigma[47] Corona",0.440966018307854,0.438238,0.431809205250226,988630.6,0.95,0.344721,0.540944,NA,NA,NA,NA,NA,NA,NA
