"","Mean","Median","Mode","ESS","HDImass","HDIlow","HDIhigh","CompVal","PcntGtCompVal","ROPElow","ROPEhigh","PcntLtROPE","PcntInROPE","PcntGtROPE"
"b[19] Bergen Beach",0.101159066642127,0.103571,0.116775786475258,1000008,0.95,-0.348674,0.546802,NA,NA,NA,NA,NA,NA,NA
"b[20] Boerum Hill",0.393981683317233,0.39422,0.396687197940108,928857.5,0.95,0.279758,0.508152,NA,NA,NA,NA,NA,NA,NA
"b[21] Borough Park",-0.431993037238702,-0.432799,-0.431424773568069,921528.3,0.95,-0.561164,-0.302585,NA,NA,NA,NA,NA,NA,NA
"b[22] Briarwood",-0.126333862144373,-0.126244,-0.126014960928093,1000008,0.95,-0.341432,0.0914319,NA,NA,NA,NA,NA,NA,NA
"b[23] Brighton Beach",0.165413036079355,0.165673,0.158228894720274,1000008,0.95,-0.0683989,0.399283,NA,NA,NA,NA,NA,NA,NA
"b[24] Bronxdale",-0.461125479656282,-0.463413,-0.455456100410053,1000008,0.95,-0.717716,-0.196555,NA,NA,NA,NA,NA,NA,NA
"b[25] Brooklyn Heights",0.522981899481804,0.523491,0.523026934234626,932425.2,0.95,0.390167,0.653842,NA,NA,NA,NA,NA,NA,NA
"b[26] Brownsville",-0.249525456239923,-0.249865,-0.247400866941279,976236.4,0.95,-0.400548,-0.0991015,NA,NA,NA,NA,NA,NA,NA
"b[27] Bushwick",-0.277750213059296,-0.277757,-0.27697541198747,480715.9,0.95,-0.317959,-0.238164,NA,NA,NA,NA,NA,NA,NA
"b[28] Cambria Heights",-0.0725651815052485,-0.0729381,-0.0720151479883501,1000008,0.95,-0.361789,0.218447,NA,NA,NA,NA,NA,NA,NA
"b[29] Canarsie",-0.0922187546449367,-0.09216035,-0.0918126618273059,932061.2,0.95,-0.206412,0.0230914,NA,NA,NA,NA,NA,NA,NA
"b[30] Carroll Gardens",0.373544852621179,0.373671,0.375411600780793,832788.8,0.95,0.289558,0.458099,NA,NA,NA,NA,NA,NA,NA
"b[31] Castleton Corners",-0.304366790253298,-0.302946,-0.316655485104369,960113.9,0.95,-0.871219,0.248884,NA,NA,NA,NA,NA,NA,NA
"b[32] Chelsea",0.775590212240302,0.775617,0.775423984822586,720291.2,0.95,0.709939,0.841894,NA,NA,NA,NA,NA,NA,NA
"b[33] Chinatown",0.38476996879725,0.38467,0.384133436388116,849960.5,0.95,0.297001,0.473064,NA,NA,NA,NA,NA,NA,NA
"b[34] City Island",0.0236297400571416,0.0236965,0.0155084439485258,1003177.6,0.95,-0.335566,0.386262,NA,NA,NA,NA,NA,NA,NA
"b[35] Civic Center",0.328464177250051,0.3285295,0.327816853712832,1000008,0.95,0.0694962,0.589674,NA,NA,NA,NA,NA,NA,NA
"b[36] Claremont Village",-0.281956115675058,-0.282777,-0.283792744146978,1000008,0.95,-0.563285,0.00214213,NA,NA,NA,NA,NA,NA,NA
"b[37] Clason Point",-0.0952511216731543,-0.0944994,-0.0909038638416609,996716.5,0.95,-0.338799,0.14674,NA,NA,NA,NA,NA,NA,NA
"b[38] Clifton",-0.325539303149127,-0.3289515,-0.334542317285301,1000008,0.95,-0.680646,0.0325434,NA,NA,NA,NA,NA,NA,NA
"b[39] Clinton Hill",0.25234800121819,0.252414,0.253728200333046,755383.5,0.95,0.181938,0.324244,NA,NA,NA,NA,NA,NA,NA
"b[40] Cobble Hill",0.461438889862581,0.462079,0.46382519682627,956646,0.95,0.309346,0.61213,NA,NA,NA,NA,NA,NA,NA
"b[41] College Point",-0.124330485141863,-0.1260945,-0.125740065000934,1000008,0.95,-0.42511,0.184327,NA,NA,NA,NA,NA,NA,NA
"b[42] Columbia St",0.260664978993555,0.261408,0.265812177743677,1000008,0.95,0.0476538,0.47305,NA,NA,NA,NA,NA,NA,NA
"b[43] Concord",0.0547447497038268,0.0550857,0.0634869540308602,994233.2,0.95,-0.348814,0.451582,NA,NA,NA,NA,NA,NA,NA
"b[44] Concourse",-0.224558277064722,-0.224796,-0.224277895924269,1000008,0.95,-0.418152,-0.0304374,NA,NA,NA,NA,NA,NA,NA
"b[45] Concourse Village",-0.201309277313025,-0.20117,-0.20233094075947,1000008,0.95,-0.487228,0.0848802,NA,NA,NA,NA,NA,NA,NA
"b[46] Coney Island",0.230121088197386,0.232569,0.225012026507825,1000008,0.95,-0.113223,0.569647,NA,NA,NA,NA,NA,NA,NA
"b[47] Corona",-0.446799847844204,-0.448759,-0.44616047215827,1000008,0.95,-0.689951,-0.202229,NA,NA,NA,NA,NA,NA,NA
"b[48] Crown Heights",-0.0456973648488594,-0.04570365,-0.0467640512049786,559338.4,0.95,-0.0921783,0.00127072,NA,NA,NA,NA,NA,NA,NA
"b[49] Cypress Hills",-0.396187856591447,-0.396814,-0.400635874402206,950666,0.95,-0.527307,-0.26151,NA,NA,NA,NA,NA,NA,NA
"b[50] Ditmars Steinway",-0.0809986363830469,-0.0809636,-0.0817142168774864,867402,0.95,-0.17412,0.0135614,NA,NA,NA,NA,NA,NA,NA
"b[51] Douglaston",0.18359230961469,0.1899465,0.192643655453991,992951.2,0.95,-0.383307,0.734142,NA,NA,NA,NA,NA,NA,NA
"b[52] Downtown Brooklyn",0.331161658763496,0.331746,0.332269288790474,996375.2,0.95,0.146105,0.513438,NA,NA,NA,NA,NA,NA,NA
"b[53] DUMBO",0.27656900282671,0.2769395,0.27929341403103,987839.4,0.95,0.0612494,0.492715,NA,NA,NA,NA,NA,NA,NA
"b[54] Dyker Heights",-0.146828549091728,-0.14899,-0.153279188277992,1004109.6,0.95,-0.571881,0.289393,NA,NA,NA,NA,NA,NA,NA
"b[55] East Elmhurst",-0.262930675795905,-0.263364,-0.263524689110703,923739.4,0.95,-0.37771,-0.147711,NA,NA,NA,NA,NA,NA,NA
"b[56] East Flatbush",-0.235661843568551,-0.235636,-0.234959381067401,802086.7,0.95,-0.311644,-0.158355,NA,NA,NA,NA,NA,NA,NA
"b[57] East Harlem",0.121333041264417,0.12135,0.120863028098858,676805.9,0.95,0.0633717,0.17864,NA,NA,NA,NA,NA,NA,NA
"b[58] East New York",-0.286784363415093,-0.286827,-0.285934904974484,917307.9,0.95,-0.391811,-0.179329,NA,NA,NA,NA,NA,NA,NA
"b[59] East Village",0.493068526783786,0.493061,0.493179979999493,567029.5,0.95,0.446579,0.539071,NA,NA,NA,NA,NA,NA,NA
"b[60] Eastchester",0.153604209641529,0.155009,0.160504270217833,1000008,0.95,-0.162696,0.463167,NA,NA,NA,NA,NA,NA,NA
"b[61] Edenwald",-0.0378208195268193,-0.03851245,-0.0357958756318554,997747.2,0.95,-0.292589,0.218829,NA,NA,NA,NA,NA,NA,NA
"b[62] Edgemere",0.335806983921645,0.3381455,0.339891814201985,1000008,0.95,-0.0656841,0.729329,NA,NA,NA,NA,NA,NA,NA
"b[63] Elmhurst",-0.365682516774166,-0.3659485,-0.363287145420028,939041.5,0.95,-0.481035,-0.249389,NA,NA,NA,NA,NA,NA,NA
"b[64] Eltingville",0.0568571605148795,0.05163,0.0346957002565569,979029.8,0.95,-0.427295,0.549011,NA,NA,NA,NA,NA,NA,NA
"b[65] Emerson Hill",-0.146818343219855,-0.1495105,-0.152531161417877,1000008,0.95,-0.610506,0.324198,NA,NA,NA,NA,NA,NA,NA
"b[66] Far Rockaway",0.0237262295551488,0.0202065,0.0233557845004471,1000008,0.95,-0.409736,0.468501,NA,NA,NA,NA,NA,NA,NA
"b[67] Fieldston",0.0181125666573264,0.0184999,0.0201239819388426,1000008,0.95,-0.415517,0.454316,NA,NA,NA,NA,NA,NA,NA
"b[68] Financial District",0.488622368636051,0.488671,0.490282762105425,908786.1,0.95,0.375002,0.603717,NA,NA,NA,NA,NA,NA,NA
"b[69] Flatbush",-0.181834902276782,-0.181781,-0.180278167325014,735000.8,0.95,-0.246408,-0.116582,NA,NA,NA,NA,NA,NA,NA
"b[70] Flatiron District",0.720509371777026,0.721052,0.72447642024292,998455.1,0.95,0.533294,0.909231,NA,NA,NA,NA,NA,NA,NA
"b[71] Flatlands",-0.397075765885262,-0.397752,-0.402521597622227,1000008,0.95,-0.579017,-0.216295,NA,NA,NA,NA,NA,NA,NA
"b[72] Flushing",-0.209578180442556,-0.209637,-0.207471939496076,799606,0.95,-0.287369,-0.131618,NA,NA,NA,NA,NA,NA,NA
"b[73] Fordham",-0.323988457998755,-0.324327,-0.324333117853889,1000008,0.95,-0.560225,-0.0883597,NA,NA,NA,NA,NA,NA,NA
"b[74] Forest Hills",-0.135155693972243,-0.135575,-0.135182317499458,982053.5,0.95,-0.288866,0.0221751,NA,NA,NA,NA,NA,NA,NA
"b[75] Fort Greene",0.374352868156055,0.3744175,0.374756085017568,786944.8,0.95,0.300202,0.447544,NA,NA,NA,NA,NA,NA,NA
"b[76] Fort Hamilton",0.075755789780412,0.0755165,0.0736826874882858,984932.7,0.95,-0.111401,0.264281,NA,NA,NA,NA,NA,NA,NA
"b[77] Fort Wadsworth",0.183692492856466,0.190114,0.19791090433702,983413,0.95,-0.387988,0.732568,NA,NA,NA,NA,NA,NA,NA
"b[78] Fresh Meadows",-0.355650649636934,-0.357096,-0.354235425116469,1000008,0.95,-0.652121,-0.0564304,NA,NA,NA,NA,NA,NA,NA
"b[79] Glendale",-0.0416858345696748,-0.0413078,-0.0435784955695294,1000008,0.95,-0.260201,0.173505,NA,NA,NA,NA,NA,NA,NA
"b[80] Gowanus",0.30020882879147,0.30029,0.299781627538269,894272.2,0.95,0.196255,0.402978,NA,NA,NA,NA,NA,NA,NA
"b[81] Gramercy",0.520803161100711,0.520757,0.523801989694517,924192.9,0.95,0.407206,0.634966,NA,NA,NA,NA,NA,NA,NA
"b[82] Grant City",-0.410298392262533,-0.4130645,-0.413737470249436,1000008,0.95,-0.815216,0.00141497,NA,NA,NA,NA,NA,NA,NA
"b[83] Gravesend",-0.142499055417679,-0.14249,-0.143550984881343,984034.2,0.95,-0.310088,0.0239137,NA,NA,NA,NA,NA,NA,NA
"b[84] Great Kills",-0.137521761010974,-0.139406,-0.141419416681566,1000008,0.95,-0.544496,0.264122,NA,NA,NA,NA,NA,NA,NA
"b[85] Greenpoint",0.282474182982536,0.282496,0.281166575966955,701178.4,0.95,0.221207,0.343667,NA,NA,NA,NA,NA,NA,NA
"b[86] Greenwich Village",0.761090323265414,0.76118,0.758558249729475,854099.4,0.95,0.671373,0.852272,NA,NA,NA,NA,NA,NA,NA
"b[87] Grymes Hill",0.162644956322489,0.1626555,0.161335762137836,1000008,0.95,-0.227946,0.560158,NA,NA,NA,NA,NA,NA,NA
"b[88] Harlem",0.0965623100647295,0.0965515,0.0968669313861144,494876.4,0.95,0.0557053,0.138078,NA,NA,NA,NA,NA,NA,NA
"b[89] Hell's Kitchen",0.664570083148335,0.664558,0.663516446160306,653722.4,0.95,0.609334,0.71968,NA,NA,NA,NA,NA,NA,NA
"b[90] Highbridge",-0.157378796908787,-0.1594995,-0.156683993241715,1000008,0.95,-0.552839,0.238928,NA,NA,NA,NA,NA,NA,NA
"b[91] Hollis",-0.102323254231365,-0.102862,-0.106384346187018,1000008,0.95,-0.400155,0.197601,NA,NA,NA,NA,NA,NA,NA
"b[92] Holliswood",0.0596590747590014,0.0609734,0.0675434711690726,1000008,0.95,-0.391755,0.510566,NA,NA,NA,NA,NA,NA,NA
"b[93] Howard Beach",0.0964080686889062,0.0974033,0.107653924791912,997689.5,0.95,-0.231186,0.426949,NA,NA,NA,NA,NA,NA,NA
"b[94] Howland Hook",0.0920973143102227,0.09541385,0.114077407422513,986485.3,0.95,-0.455349,0.637545,NA,NA,NA,NA,NA,NA,NA
"b[95] Huguenot",0.312532228528839,0.3218705,0.321486333204711,980891.8,0.95,-0.297507,0.896581,NA,NA,NA,NA,NA,NA,NA
"b[96] Hunts Point",-0.642211472235422,-0.6450945,-0.654655021105622,1000008,0.95,-0.85837,-0.42119,NA,NA,NA,NA,NA,NA,NA
"b[97] Inwood",-0.176725712640271,-0.176753,-0.174411934780549,892772,0.95,-0.280812,-0.0719526,NA,NA,NA,NA,NA,NA,NA
"b[98] Jackson Heights",-0.164754101021463,-0.164846,-0.168718165661704,931119.5,0.95,-0.283224,-0.0462248,NA,NA,NA,NA,NA,NA,NA
"b[99] Jamaica",-0.239901397591609,-0.239834,-0.239695710897757,877456.6,0.95,-0.342166,-0.137625,NA,NA,NA,NA,NA,NA,NA
"b[100] Jamaica Estates",-0.130313582678835,-0.130955,-0.130669911492933,1000008,0.95,-0.531357,0.275445,NA,NA,NA,NA,NA,NA,NA
"b[101] Kensington",-0.216245540879166,-0.2163,-0.215370977092122,924247.2,0.95,-0.335484,-0.0981083,NA,NA,NA,NA,NA,NA,NA
"b[102] Kew Gardens",0.0641267623816502,0.0637273,0.0694035455545046,1000008,0.95,-0.204815,0.331068,NA,NA,NA,NA,NA,NA,NA
"b[103] Kew Gardens Hills",-0.12419574060528,-0.12388,-0.118442689457816,1000008,0.95,-0.370546,0.126854,NA,NA,NA,NA,NA,NA,NA
"b[104] Kingsbridge",-0.251614856444055,-0.251773,-0.252090384413493,1000008,0.95,-0.431958,-0.0694033,NA,NA,NA,NA,NA,NA,NA
"b[105] Kips Bay",0.507783450069399,0.507743,0.508590591257533,870734.6,0.95,0.418351,0.598771,NA,NA,NA,NA,NA,NA,NA
"b[106] Laurelton",-0.126338910588869,-0.127956,-0.138861046926712,1024854.8,0.95,-0.467804,0.215419,NA,NA,NA,NA,NA,NA,NA
"b[107] Lighthouse Hill",0.343701221387252,0.3537875,0.373524939119243,977047.5,0.95,-0.278161,0.942757,NA,NA,NA,NA,NA,NA,NA
"b[108] Little Italy",0.66009225375597,0.65968,0.663240001378826,992522,0.95,0.46573,0.854265,NA,NA,NA,NA,NA,NA,NA
"b[109] Little Neck",-0.599022373778296,-0.6113,-0.632856023686003,994847.8,0.95,-1.11569,-0.0557992,NA,NA,NA,NA,NA,NA,NA
"b[110] Long Island City",0.169749420642507,0.169721,0.171784437358212,856630.2,0.95,0.0860871,0.25294,NA,NA,NA,NA,NA,NA,NA
"b[111] Longwood",-0.257841026311601,-0.258618,-0.258693667827254,1000008,0.95,-0.454976,-0.056847,NA,NA,NA,NA,NA,NA,NA
"b[112] Lower East Side",0.440413335382317,0.440367,0.4403368223154,719477,0.95,0.375372,0.506238,NA,NA,NA,NA,NA,NA,NA
"b[113] Manhattan Beach",0.254090279589612,0.258173,0.271217787905068,1001654.2,0.95,-0.149093,0.643897,NA,NA,NA,NA,NA,NA,NA
"b[114] Marble Hill",-0.302983379219206,-0.3054385,-0.312746718898363,1000008,0.95,-0.616958,0.0151527,NA,NA,NA,NA,NA,NA,NA
"b[115] Mariners Harbor",-0.311861799461938,-0.315081,-0.326809083913919,1000008,0.95,-0.661543,0.0477718,NA,NA,NA,NA,NA,NA,NA
"b[116] Maspeth",-0.315643705489727,-0.315911,-0.320106576684539,981261.9,0.95,-0.464986,-0.167475,NA,NA,NA,NA,NA,NA,NA
"b[117] Melrose",-0.139121404070122,-0.1409695,-0.139093770286746,1000008,0.95,-0.50267,0.223365,NA,NA,NA,NA,NA,NA,NA
"b[118] Middle Village",0.0666547966391589,0.0662482,0.0652132454037138,1000008,0.95,-0.16705,0.301563,NA,NA,NA,NA,NA,NA,NA
"b[119] Midland Beach",0.0144938744027003,0.0144779,0.00607839989549031,1000008,0.95,-0.39009,0.422146,NA,NA,NA,NA,NA,NA,NA
"b[120] Midtown",0.76406842994956,0.76405,0.761923917227093,762968.1,0.95,0.693027,0.835881,NA,NA,NA,NA,NA,NA,NA
"b[121] Midwood",-0.192061313974705,-0.192568,-0.194026455821734,977710.1,0.95,-0.331164,-0.051227,NA,NA,NA,NA,NA,NA,NA
"b[122] Mill Basin",0.0227703260797634,0.02370035,0.0300527302626996,975415.7,0.95,-0.518561,0.569081,NA,NA,NA,NA,NA,NA,NA
"b[123] Morningside Heights",0.0816453399344929,0.0816489,0.0850638294708946,839782,0.95,-0.00194726,0.164716,NA,NA,NA,NA,NA,NA,NA
"b[124] Morris Heights",-0.255979147794408,-0.260288,-0.268150378665295,1000008,0.95,-0.662625,0.161664,NA,NA,NA,NA,NA,NA,NA
"b[125] Morris Park",-0.315951796333563,-0.315716,-0.314562175789794,1000008,0.95,-0.612193,-0.017133,NA,NA,NA,NA,NA,NA,NA
"b[126] Morrisania",-0.0927122418360543,-0.09593305,-0.0878717399104412,1003483.9,0.95,-0.482233,0.297799,NA,NA,NA,NA,NA,NA,NA
"b[127] Mott Haven",-0.169598665051582,-0.1699785,-0.166554390184904,1006167.6,0.95,-0.369102,0.0313982,NA,NA,NA,NA,NA,NA,NA
"b[128] Mount Eden",-0.160339422936449,-0.165874,-0.168600185493733,983276.2,0.95,-0.707968,0.401111,NA,NA,NA,NA,NA,NA,NA
"b[129] Mount Hope",-0.248644415960582,-0.249843,-0.251831524271778,1000008,0.95,-0.544006,0.0485344,NA,NA,NA,NA,NA,NA,NA
"b[130] Murray Hill",0.716974449499404,0.717102,0.71919915323364,794250.4,0.95,0.640121,0.792423,NA,NA,NA,NA,NA,NA,NA
"b[131] Navy Yard",0.412567057346151,0.416375,0.424741445624174,1000008,0.95,0.0824937,0.730142,NA,NA,NA,NA,NA,NA,NA
"b[132] Neponsit",0.343396229557505,0.3532115,0.396787515801803,992662.6,0.95,-0.268999,0.94999,NA,NA,NA,NA,NA,NA,NA
"b[133] New Brighton",-0.0317839118094607,-0.0318811,-0.0265109635714014,974009.3,0.95,-0.524637,0.462323,NA,NA,NA,NA,NA,NA,NA
"b[134] New Dorp Beach",-0.544699724860308,-0.551239,-0.564226266415914,1000008,0.95,-0.892995,-0.178952,NA,NA,NA,NA,NA,NA,NA
"b[135] New Springville",-0.321074325374171,-0.328032,-0.335619977094096,993427.2,0.95,-0.779783,0.155603,NA,NA,NA,NA,NA,NA,NA
"b[136] NoHo",0.798090700794394,0.799117,0.805195173181566,979716.6,0.95,0.607478,0.984947,NA,NA,NA,NA,NA,NA,NA
"b[137] Nolita",0.677494325485396,0.677661,0.677974806547349,882058.3,0.95,0.563089,0.791546,NA,NA,NA,NA,NA,NA,NA
"b[138] Norwood",-0.42090026318039,-0.423582,-0.425727411640855,1000008,0.95,-0.712997,-0.121478,NA,NA,NA,NA,NA,NA,NA
"b[139] Oakwood",0.000276362425768855,0.000341863,0.0102664034792332,1000008,0.95,-0.45909,0.460891,NA,NA,NA,NA,NA,NA,NA
"b[140] Ozone Park",-0.193909804277643,-0.1931965,-0.196888411314217,1004446.9,0.95,-0.490345,0.105051,NA,NA,NA,NA,NA,NA,NA
"b[141] Park Slope",0.349905583271334,0.349963,0.350920219342825,746448.3,0.95,0.281332,0.419695,NA,NA,NA,NA,NA,NA,NA
"b[142] Parkchester",-0.276555696415125,-0.277924,-0.268340392618221,1000008,0.95,-0.623051,0.0780944,NA,NA,NA,NA,NA,NA,NA
"b[143] Pelham Bay",0.456477434624788,0.460421,0.468218353792414,997040.5,0.95,0.110765,0.800333,NA,NA,NA,NA,NA,NA,NA
"b[144] Pelham Gardens",-0.376198362156915,-0.3789235,-0.383802166305595,1000008,0.95,-0.619177,-0.129519,NA,NA,NA,NA,NA,NA,NA
"b[145] Port Morris",-0.274972075299948,-0.2757035,-0.270635018643169,1000008,0.95,-0.523814,-0.0295015,NA,NA,NA,NA,NA,NA,NA
"b[146] Port Richmond",-0.307630353600076,-0.314491,-0.318491529422333,1000008,0.95,-0.762711,0.163072,NA,NA,NA,NA,NA,NA,NA
"b[147] Prince's Bay",0.44921226867318,0.4506485,0.445407218743307,961601.4,0.95,-0.287967,1.17532,NA,NA,NA,NA,NA,NA,NA
"b[148] Prospect-Lefferts Gardens",-0.100578009546729,-0.1005585,-0.099093524821172,744269.6,0.95,-0.167298,-0.0335645,NA,NA,NA,NA,NA,NA,NA
"b[149] Prospect Heights",0.238618326535688,0.238645,0.237721146446851,780514.5,0.95,0.162561,0.313659,NA,NA,NA,NA,NA,NA,NA
"b[150] Queens Village",-0.337099426654685,-0.337378,-0.336410310890779,965279.5,0.95,-0.508755,-0.164024,NA,NA,NA,NA,NA,NA,NA
"b[151] Randall Manor",-0.0781173022910064,-0.07795035,-0.0808458570570516,1000008,0.95,-0.453011,0.292932,NA,NA,NA,NA,NA,NA,NA
"b[152] Red Hook",0.146650838037282,0.147431,0.147680402952892,990641,0.95,-0.0567358,0.347597,NA,NA,NA,NA,NA,NA,NA
"b[153] Rego Park",-0.35322278094696,-0.35414,-0.355373748922598,995727.4,0.95,-0.552277,-0.154705,NA,NA,NA,NA,NA,NA,NA
"b[154] Richmond Hill",-0.268021963037888,-0.268157,-0.268694696280766,930085.5,0.95,-0.406278,-0.130475,NA,NA,NA,NA,NA,NA,NA
"b[155] Richmondtown",-0.0141579350623437,-0.01447145,-0.0263004932809696,982497.7,0.95,-0.557101,0.529217,NA,NA,NA,NA,NA,NA,NA
"b[156] Ridgewood",-0.260514107162143,-0.2605855,-0.259843389122336,820892.6,0.95,-0.343923,-0.177706,NA,NA,NA,NA,NA,NA,NA
"b[157] Riverdale",0.031560232664806,0.0320437,0.0227670575060228,1000008,0.95,-0.316431,0.378962,NA,NA,NA,NA,NA,NA,NA
"b[158] Rockaway Beach",0.0580270193824467,0.0579196,0.0540604411756179,966348.5,0.95,-0.11534,0.232143,NA,NA,NA,NA,NA,NA,NA
"b[159] Roosevelt Island",-0.0336579964270623,-0.0339233,-0.0345560720661564,982760.1,0.95,-0.202332,0.136114,NA,NA,NA,NA,NA,NA,NA
"b[160] Rosebank",-0.206608308319224,-0.2097715,-0.211454468535585,991521.8,0.95,-0.5935,0.184315,NA,NA,NA,NA,NA,NA,NA
"b[161] Rosedale",-0.272054192132157,-0.2718765,-0.275949280815155,990188,0.95,-0.454745,-0.0904904,NA,NA,NA,NA,NA,NA,NA
"b[162] Schuylerville",-0.0759010786377941,-0.07835555,-0.0860372112999914,1000008,0.95,-0.418206,0.265357,NA,NA,NA,NA,NA,NA,NA
"b[163] Sea Gate",-0.130836569187115,-0.126382,-0.0969719337550954,997154.3,0.95,-0.632079,0.361826,NA,NA,NA,NA,NA,NA,NA
"b[164] Sheepshead Bay",-0.100837381462774,-0.1010675,-0.101792590978095,944927.7,0.95,-0.228085,0.0247721,NA,NA,NA,NA,NA,NA,NA
"b[165] Shore Acres",-0.0841077786490243,-0.0854664,-0.0851811307785957,1003379,0.95,-0.467918,0.300762,NA,NA,NA,NA,NA,NA,NA
"b[166] Silver Lake",-0.00337378801685753,-0.00354464,-0.00121624455527081,991327.2,0.95,-0.543897,0.543125,NA,NA,NA,NA,NA,NA,NA
"b[167] SoHo",0.776610563583491,0.7765485,0.774053824787897,929443.5,0.95,0.655973,0.896858,NA,NA,NA,NA,NA,NA,NA
"b[168] Soundview",-0.367172287664343,-0.370575,-0.370595939142614,1000008,0.95,-0.679653,-0.0494856,NA,NA,NA,NA,NA,NA,NA
"b[169] South Beach",-0.0029212543847527,-0.00278394,0.00218789963639709,1000008,0.95,-0.546023,0.539807,NA,NA,NA,NA,NA,NA,NA
"b[170] South Ozone Park",-0.149950058930837,-0.150079,-0.145666409614448,995078.6,0.95,-0.350902,0.0513399,NA,NA,NA,NA,NA,NA,NA
"b[171] South Slope",0.238334229457164,0.238405,0.237646554136249,819148.6,0.95,0.156365,0.319143,NA,NA,NA,NA,NA,NA,NA
"b[172] Springfield Gardens",-0.0900462829412901,-0.09030105,-0.0915107335962539,938774.9,0.95,-0.215024,0.036428,NA,NA,NA,NA,NA,NA,NA
"b[173] Spuyten Duyvil",-0.0974309961575691,-0.09831035,-0.10624901958819,998016.9,0.95,-0.499496,0.309814,NA,NA,NA,NA,NA,NA,NA
"b[174] St. Albans",-0.344769257802853,-0.345298,-0.349820544268391,937188.4,0.95,-0.47671,-0.212877,NA,NA,NA,NA,NA,NA,NA
"b[175] St. George",0.0465591758308907,0.04666235,0.040089237181376,994350,0.95,-0.158189,0.247883,NA,NA,NA,NA,NA,NA,NA
"b[176] Stapleton",-0.291733212315444,-0.294071,-0.304604441136615,996706.7,0.95,-0.66542,0.0878313,NA,NA,NA,NA,NA,NA,NA
"b[177] Stuyvesant Town",0.115195547432474,0.1144605,0.113059082260994,1000008,0.95,-0.143157,0.378286,NA,NA,NA,NA,NA,NA,NA
"b[178] Sunnyside",-0.119643922203434,-0.119131,-0.116065130869393,899991.3,0.95,-0.227583,-0.0118238,NA,NA,NA,NA,NA,NA,NA
"b[179] Sunset Park",-0.16176567442387,-0.161781,-0.163459456449038,851824.7,0.95,-0.253697,-0.07153,NA,NA,NA,NA,NA,NA,NA
"b[180] Theater District",0.711047858531132,0.7109985,0.709248304005503,937873.2,0.95,0.588524,0.833117,NA,NA,NA,NA,NA,NA,NA
"b[181] Throgs Neck",-0.075439741624854,-0.0747869,-0.0656911758953975,1000008,0.95,-0.462628,0.307645,NA,NA,NA,NA,NA,NA,NA
"b[182] Todt Hill",-0.198530749828955,-0.205169,-0.218370980703177,991581.3,0.95,-0.756052,0.369822,NA,NA,NA,NA,NA,NA,NA
"b[183] Tompkinsville",-0.0863208498619975,-0.0870545,-0.0838298254784362,1000008,0.95,-0.57246,0.401838,NA,NA,NA,NA,NA,NA,NA
"b[184] Tottenville",-0.0345977608096169,-0.03584755,-0.0316049007714552,1000008,0.95,-0.578095,0.509525,NA,NA,NA,NA,NA,NA,NA
"b[185] Tremont",-0.441074975648222,-0.445782,-0.456128859981055,987904.7,0.95,-0.816771,-0.0559723,NA,NA,NA,NA,NA,NA,NA
"b[186] Tribeca",0.870935958872329,0.871115,0.870083410881584,983214.4,0.95,0.701936,1.04219,NA,NA,NA,NA,NA,NA,NA
"b[187] Two Bridges",0.170987157004215,0.171462,0.171930554726943,1000008,0.95,-0.0402264,0.381252,NA,NA,NA,NA,NA,NA,NA
"b[188] University Heights",-0.0843501370357665,-0.0843613,-0.0910400756193104,983694.3,0.95,-0.616719,0.449389,NA,NA,NA,NA,NA,NA,NA
"b[189] Upper East Side",0.49665909873921,0.4966545,0.497278895170963,591827.6,0.95,0.447537,0.54617,NA,NA,NA,NA,NA,NA,NA
"b[190] Upper West Side",0.527196708673331,0.527179,0.527414821450872,591643.2,0.95,0.476495,0.578244,NA,NA,NA,NA,NA,NA,NA
"b[191] Van Nest",0.000489550744029096,-0.006156595,-0.0157498031444214,1000008,0.95,-0.492505,0.504089,NA,NA,NA,NA,NA,NA,NA
"b[192] Vinegar Hill",0.425103459365803,0.4264105,0.426024772425522,996323.8,0.95,0.174467,0.672553,NA,NA,NA,NA,NA,NA,NA
"b[193] Wakefield",-0.357029254958967,-0.357896,-0.360375888603196,1000008,0.95,-0.546997,-0.165226,NA,NA,NA,NA,NA,NA,NA
"b[194] Washington Heights",-0.132678323915094,-0.132697,-0.132016271568098,713675.9,0.95,-0.194595,-0.0704807,NA,NA,NA,NA,NA,NA,NA
"b[195] West Brighton",-0.204594441365169,-0.2072825,-0.21280857199284,1001785.4,0.95,-0.528259,0.123934,NA,NA,NA,NA,NA,NA,NA
"b[196] West Village",0.90865990626375,0.908587,0.908490573828226,779661.2,0.95,0.836323,0.980058,NA,NA,NA,NA,NA,NA,NA
"b[197] Westchester Square",-0.109255311643843,-0.111385,-0.118352737824707,1000008,0.95,-0.55592,0.339982,NA,NA,NA,NA,NA,NA,NA
"b[198] Whitestone",-0.0498020815954796,-0.0525134,-0.0670678884696987,995973.1,0.95,-0.507706,0.412134,NA,NA,NA,NA,NA,NA,NA
"b[199] Williamsbridge",-0.354726391057317,-0.356229,-0.358100426233151,986578.2,0.95,-0.584232,-0.126195,NA,NA,NA,NA,NA,NA,NA
"b[200] Williamsburg",0.214717506347949,0.214713,0.21533699027432,456229.7,0.95,0.176178,0.252814,NA,NA,NA,NA,NA,NA,NA
